6851	7251
12788	13188
14339	14739
17479	17879
23844	24244
33310	33710
40271	40671
42139	42539
50643	51043
53182	53582
57008	57408
60527	60927
62196	62596
67584	67984
83954	84354
84824	85224
94373	94773
95044	95444
96913	97313
97534	97934
1.0263e+05	1.0303e+05
1.1297e+05	1.1337e+05
1.1365e+05	1.1405e+05
1.1417e+05	1.1457e+05
1.159e+05	1.163e+05
1.178e+05	1.182e+05
1.3962e+05	1.4002e+05
1.4073e+05	1.4113e+05
1.4301e+05	1.4341e+05
1.4504e+05	1.4544e+05
1.4771e+05	1.4811e+05
1.4854e+05	1.4894e+05
1.4953e+05	1.4993e+05
1.5957e+05	1.5997e+05
1.6071e+05	1.6111e+05
1.6424e+05	1.6464e+05
1.6825e+05	1.6865e+05
1.693e+05	1.697e+05
1.7124e+05	1.7164e+05
1.7264e+05	1.7304e+05
1.8665e+05	1.8705e+05
2.022e+05	2.026e+05
2.0355e+05	2.0395e+05
2.0646e+05	2.0686e+05
2.0771e+05	2.0811e+05
2.0824e+05	2.0864e+05
2.15e+05	2.154e+05
2.1689e+05	2.1729e+05
2.1732e+05	2.1772e+05
2.1788e+05	2.1828e+05
2.2153e+05	2.2193e+05
2.2307e+05	2.2347e+05
2.3986e+05	2.4026e+05
2.4295e+05	2.4335e+05
2.4422e+05	2.4462e+05
2.4557e+05	2.4597e+05
2.4706e+05	2.4746e+05
2.4772e+05	2.4812e+05
2.5505e+05	2.5545e+05
2.5603e+05	2.5643e+05
2.5833e+05	2.5873e+05
2.6841e+05	2.6881e+05
2.7144e+05	2.7184e+05
2.7261e+05	2.7301e+05
2.8015e+05	2.8055e+05
2.8359e+05	2.8399e+05
2.8525e+05	2.8565e+05
2.9148e+05	2.9188e+05
2.9239e+05	2.9279e+05
2.9331e+05	2.9371e+05
2.948e+05	2.952e+05
2.967e+05	2.971e+05
2.9754e+05	2.9794e+05
3.044e+05	3.048e+05
3.0502e+05	3.0542e+05
3.0825e+05	3.0865e+05
3.1306e+05	3.1346e+05
3.1448e+05	3.1488e+05
3.1677e+05	3.1717e+05
3.3378e+05	3.3418e+05
3.3668e+05	3.3708e+05
3.5193e+05	3.5233e+05
3.5383e+05	3.5423e+05
3.545e+05	3.549e+05
3.561e+05	3.565e+05
3.609e+05	3.613e+05
3.6368e+05	3.6408e+05
3.6983e+05	3.7023e+05
3.7154e+05	3.7194e+05
3.7438e+05	3.7478e+05
3.7821e+05	3.7861e+05
3.8105e+05	3.8145e+05
3.9973e+05	4.0013e+05
4.0937e+05	4.0977e+05
4.0992e+05	4.1032e+05
4.1134e+05	4.1174e+05
4.1469e+05	4.1509e+05
4.1645e+05	4.1685e+05
4.1867e+05	4.1907e+05
4.203e+05	4.207e+05
4.2186e+05	4.2226e+05
4.2789e+05	4.2829e+05
4.3112e+05	4.3152e+05
4.3416e+05	4.3456e+05
4.3671e+05	4.3711e+05
4.3828e+05	4.3868e+05
4.4065e+05	4.4105e+05
4.4194e+05	4.4234e+05
4.4265e+05	4.4305e+05
4.4309e+05	4.4349e+05
4.4589e+05	4.4629e+05
4.5669e+05	4.5709e+05
4.5738e+05	4.5778e+05
4.5833e+05	4.5873e+05
4.6069e+05	4.6109e+05
